ingredient_symnonym_id,word,code,ingredient_id
1177,Willow,A1228200000000,2729
1178,Boswellia,A1228300000000,2730
1179,Indian frankincense,A1228300000000,2730
1180,복신,A1228400000000,2731
1181,아출,A1228500000000,2732
1182,Red clover,A1228600000000,2733
1183,대추,A1228900000000,2736
1184,우슬,A1229300000000,2740
1185,쇠무릎풀,A1229300000000,2740
1186,Yarrow,A1229500000000,2742
1187,어성초,A1229600000000,2743
1188,강황,A1229900000000,2746
1189,심황,A1229900000000,2746
1190,Ginko,A1230000000000,2747
1191,육모초,A1230100000000,2748
1192,임모초,A1230100000000,2748
1193,충울자,A1230100000000,2748
1194,충이자,A1230100000000,2748
1195,암눈비앗,A1230100000000,2748
1196,익지의 열매,A1230200000000,2749
1197,금은화,A1230300000000,2750
1198,Java(nese) turmeric,A1230400000000,2751
1199,Tumulawak,A1230400000000,2751
1200,Temu lawak,A1230400000000,2751
1201,Paeoniae Radix Rubra,A1230500000000,2752
1202,솜대,A1230600000000,2753
1203,Valerian Root,A1230700000000,2754
1204,길초근,A1230700000000,2754
1205,칠리향,A1230700000000,2754
1206,측백엽,A1231000000000,2757
1207,갈화,A1231200000000,2759
1208,침향,A1231300000000,2760
1209,Long pepper,A1231500000000,2762
1210,Sweet violet,A1231600000000,2763
1211,괴각,A1231800000000,2765
1212,괴화,A1231800000000,2765
1213,알파파,A1232000000000,2774
1214,Lucerne,A1232000000000,2774
1215,자주꽃자리풀,A1232000000000,2774
1216,강호리,A1232100000000,2775
1217,강흐리,A1232100000000,2775
1218,반하,A1232200000000,2776
1219,반하국,A1232200000000,2776
1220,강반하,A1232200000000,2776
1221,가는잎방풍,A1232300000000,2777
1222,방풍나물,A1232300000000,2777
1223,백거,A1232400000000,2778
1224,향백지,A1232400000000,2778
1225,묏미나리뿌리,A1232500000000,2779
1226,참나물뿌리,A1232500000000,2779
1227,산시호,A1232500000000,2779
1228,Anemarrhena,A1232600000000,2780
1229,쇠태나물,A1232700000000,2781
1230,부자,A1232800000000,2782
1231,바곳,A1232800000000,2782
1232,바꽃,A1232800000000,2782
1233,천오,A1232800000000,2782
1234,황련초,A1232900000000,2783
1235,간계근,A1232900000000,2783
1236,천량금,A1232900000000,2783
1237,방장초,A1232900000000,2783
1238,선령비,A1232900000000,2783
1239,강전,A1232900000000,2783
1240,양곽엽,A1232900000000,2783
1241,삼지초,A1232900000000,2783
1242,오배자나무,A1233000000000,2784
1243,오배자(문합,A1233000000000,2784
1244,백충창,A1233000000000,2784
1245,붉나무벌레집),A1233000000000,2784
1246,염부목,A1233000000000,2784
1247,불나무,A1233000000000,2784
1248,북나무,A1233000000000,2784
1249,뿔나무,A1233000000000,2784
1250,너삼,A1233100000000,2785
1251,뱀의정자나무,A1233100000000,2785
1252,산괴수,A1233100000000,2785
1253,지삼,A1233100000000,2785
1254,산두근,A1233100000000,2785
1255,산괴자,A1233100000000,2785
1256,고골,A1233100000000,2785
1257,능랑,A1233100000000,2785
1258,야괴수,A1233100000000,2785
1259,백고,A1233100000000,2785
1260,괴마근자,A1233100000000,2785
1261,가마뜨넝굴,A1233100000000,2785
1262,고삼,A1233100000000,2785
1263,초당,A1233200000000,2786
1264,반하정,A1233200000000,2786
1265,남성,A1233200000000,2786
1266,호고사우,A1233200000000,2786
1267,청두초,A1233200000000,2786
1268,사두초,A1233200000000,2786
1269,독족련,A1233200000000,2786
1270,복사나무,A1233400000000,2788
1271,복숭나무,A1233400000000,2788
1272,도화,A1233400000000,2788
1273,도화악,A1233400000000,2788
1274,당목향,A1233500000000,2789
1275,Kut Root,A1233500000000,2789
1276,Kut,A1233500000000,2789
1277,Kushtha,A1233500000000,2789
1278,Kuth,A1233500000000,2789
1279,Pulsatillae Radix,A1233600000000,2790
1280,파고지,A1233700000000,2791
1281,호구자,A1233700000000,2791
1282,보골치,A1233700000000,2791
1283,개암풀,A1233700000000,2791
1284,Psoraleae Semen,A1233700000000,2791
1285,민족도리풀,A1233800000000,2792
1286,족도리,A1233800000000,2792
1287,세신,A1233800000000,2792
1288,조리풀,A1233800000000,2792
1289,족두리풀,A1233800000000,2792
1290,만병초,A1233800000000,2792
1291,놋동이풀,A1233800000000,2792
1292,wild ginger,A1233800000000,2792
1293,속단,A1233900000000,2793
1294,신이,A1234000000000,2794
1295,주승마,A1234100000000,2795
1296,주마,A1234100000000,2795
1297,계골승마,A1234100000000,2795
1298,귀검승마,A1234100000000,2795
1299,끼멸까리,A1234100000000,2795
1300,Cohosh,A1234100000000,2795
1301,Snakeroot,A1234100000000,2795
1302,연밥,A1234400000000,2798
1303,연육,A1234400000000,2798
1304,연자,A1234400000000,2798
1305,악실,A1234500000000,2799
1306,차전자,A1234600000000,2800
1307,차전초,A1234600000000,2800
1308,장엽차전,A1234600000000,2800
1309,립워트,A1234600000000,2800
1310,하눌타리,A1234700000000,2801
1311,하늘수박,A1234700000000,2801
1312,쥐참외,A1234700000000,2801
1313,천화분,A1234700000000,2801
1314,과루인,A1234700000000,2801
1315,과루근,A1234700000000,2801
1316,절패모,A1234800000000,2802
1317,편패모,A1234800000000,2802
1318,조선패모,A1234800000000,2802
1319,애기부들,A1234900000000,2803
1320,좀부들,A1234900000000,2803
1321,큰잎부들,A1234900000000,2803
1322,개살구나무,A1235000000000,2804
1323,살구나무,A1235000000000,2804
1324,시베리아살구나무,A1235000000000,2804
1325,아르메니아살구,A1235000000000,2804
1326,갯뿌리방동사니,A1235100000000,2805
1327,능소초,A1235200000000,2806
1328,야지마,A1235200000000,2806
1329,원삼,A1235200000000,2806
1330,오원삼,A1235200000000,2806
1331,흑현삼,A1235200000000,2806
1332,현호색,A1235300000000,2807
1333,왕련,A1235400000000,2808
1334,지련,A1235400000000,2808
1335,왜황련,A1235400000000,2808
1336,일황련,A1235400000000,2808
1337,황벽나무,A1235500000000,2809
1338,황경피나무,A1235500000000,2809
1339,황경나무,A1235500000000,2809
1340,횡경피나무,A1235500000000,2809
1341,벽목,A1235500000000,2809
1342,벽피,A1235500000000,2809
1343,단환,A1235500000000,2809
1344,후피,A1235600000000,2810
1345,적박,A1235600000000,2810
1346,열박,A1235600000000,2810
1347,당후박,A1235600000000,2810
1348,가리륵,A1235700000000,2811
1349,가려륵,A1235700000000,2811
1350,가려,A1235700000000,2811
1351,감택,A1235800000000,2812
1352,주전,A1235800000000,2812
1353,고택,A1235800000000,2812
1354,육엽,A1235800000000,2812
1355,감엽,A1235800000000,2812
1356,백축,A1235900000000,2813
1357,흑축,A1235900000000,2813
1358,견우화,A1235900000000,2813
1359,견우랑,A1235900000000,2813
1360,남우화,A1235900000000,2813
1361,나팔꽃,A1235900000000,2813
1362,맨드래미,A1236000000000,2814
1363,계관,A1236000000000,2814
1364,계두,A1236000000000,2814
1365,혈풍등,A1236100000000,2815
1366,백화유마등,A1236100000000,2815
1367,는장이,A1236200000000,2816
1368,여,A1236200000000,2816
1369,홍심려,A1236200000000,2816
1370,학정초,A1236200000000,2816
1371,연지채,A1236200000000,2816
1372,붉은잎증쟁이,A1236200000000,2816
1373,붉은잎명아주,A1236200000000,2816
1374,목적초,A1236300000000,2817
1375,절절초,A1236300000000,2817
1376,목적,A1236300000000,2817
1377,콤푸레,A1236400000000,2818
1378,감부리,A1236400000000,2818
1379,캄프리,A1236400000000,2818
1380,교나,A1236500000000,2819
1381,페파민트,A1236700000000,2849
1382,홍현채,A1236800000000,2850
1383,색비름,A1236800000000,2850
1384,물시금치,A1237000000000,2852
1385,설채,A1237100000000,2853
1386,구멍이,A1237300000000,2855
1387,도깨비엉겅퀴,A1237300000000,2855
1388,곤드레,A1237300000000,2855
1389,갯나물,A1237500000000,2857
1390,세발나물,A1237500000000,2857
1391,세발초,A1237500000000,2857
1392,새발나물,A1237500000000,2857
1393,절구대,A1237600000000,2858
1394,둥둥방망이,A1237600000000,2858
1395,개수리취,A1237600000000,2858
1396,분취아재비,A1237600000000,2858
1397,누로,A1237600000000,2858
1398,황단향,A1237700000000,2859
1399,진단,A1237700000000,2859
1400,옥단,A1237700000000,2859
1401,우독초,A1237800000000,2860
1402,묘안초,A1237800000000,2860
1403,백빈랑,A1237900000000,2861
1404,빈랑인,A1237900000000,2861
1405,대복빈랑,A1237900000000,2861
1406,감람자,A1237900000000,2861
1407,계심빈랑,A1237900000000,2861
1408,빈랑자,A1237900000000,2861
1409,대복피,A1237900000000,2861
1410,빈랑,A1237900000000,2861
1411,련피,A1238000000000,2862
1412,련근목피,A1238000000000,2862
1413,멀구슬나무,A1238000000000,2862
1414,구주목,A1238000000000,2862
1415,멀구슬,A1238000000000,2862
1416,천련자,A1238000000000,2862
1417,골쇄보,A1238100000000,2863
1418,동화,A1238200000000,2864
1419,희초미,A1238300000000,2865
1420,면마,A1238300000000,2865
1421,패랭이,A1238400000000,2866
1422,석죽화,A1238400000000,2866
1423,산죽,A1238400000000,2866
1424,산죽다,A1238400000000,2866
1425,흑수석죽,A1238400000000,2866
1426,구맥,A1238400000000,2866
1427,구맥자,A1238400000000,2866
1428,권백,A1238500000000,2867
1429,조선골담초,A1238600000000,2868
1430,금작화,A1238600000000,2868
1431,금작근,A1238600000000,2868
1432,동아덩굴,A1238700000000,2869
1433,동과,A1238700000000,2869
1434,동과자,A1238700000000,2869
1435,동과씨,A1238700000000,2869
1436,백과자,A1238700000000,2869
1437,동과인,A1238700000000,2869
1438,동과피,A1238700000000,2869
1439,윈터메론,A1238700000000,2869
1440,동과등,A1238700000000,2869
1441,동과엽,A1238700000000,2869
1442,동과피,A1238700000000,2869
1443,방울풀,A1238800000000,2870
1444,쥐방울,A1238800000000,2870
1445,쥐방울도령,A1238800000000,2870
1446,북마두령,A1238800000000,2870
1447,두령,A1238800000000,2870
1448,마도령,A1238800000000,2870
1449,목마향과,A1238800000000,2870
1450,청목향,A1238800000000,2870
1451,마두령,A1238800000000,2870
1452,천선동,A1238800000000,2870
1453,말초리풀,A1238900000000,2871
1454,버베인,A1238900000000,2871
1455,봉경초,A1238900000000,2871
1456,자정용아,A1238900000000,2871
1457,철마편,A1238900000000,2871
1458,초마황,A1239000000000,2872
1459,마황근,A1239000000000,2872
1460,단엽만형,A1239100000000,2873
1461,만형자나무,A1239100000000,2873
1462,풍나무,A1239100000000,2873
1463,만형자,A1239100000000,2873
1464,으름,A1239200000000,2874
1465,목통,A1239200000000,2874
1466,유름,A1239200000000,2874
1467,통초,A1239200000000,2874
1468,백목통,A1239200000000,2874
1469,정옹,A1239200000000,2874
1470,만년등,A1239200000000,2874
1471,청둥,A1239400000000,2876
1472,청등,A1239400000000,2876
1473,주란,A1239600000000,2878
1474,대암풀,A1239600000000,2878
1475,백약,A1239600000000,2878
1476,백급,A1239600000000,2878
1477,자혜근,A1239600000000,2878
